id,title,url,is_paid,price,is_practice_test_course,headline,language,name_from_site,rating,category,what_u_learn,description,concat_text
2324544,Kubernetes: Getting Started,/course/kubernetes-getting-started/,False,Free,False,Learn basics of Container Orchestration Engine and Kubernetes to get start into the world of Kubernetes.,English,Kubernetes: Getting Started,4.4,"IT & Software,Other IT & Software,Kubernetes","Kubernetes basics.
Next, we will understand why we need a good Container Orchestration Engine and see why Kubernetes is your go-to option
Then, we will build and administer production grade Kubernetes clusters on-the-go, on-cloud and as well as locally on your laptop
After that, you will get in depth understanding of what are Pods, how do they connect and communicate and finally will show you how to write Pod manifest file and deploy it on Kubernetes
Then, we will go through managing application protection and high-availability using ReplicaSet, ReplicationController, and DaemonSet,
Finally, using nodePort Service, I will show you how to expose applications on to the internet using NodePort service.",,"Kubernetes: Getting Started. 
 Learn basics of Container Orchestration Engine and Kubernetes to get start into the world of Kubernetes.. 
 IT & Software,Other IT & Software,Kubernetes. 
 Kubernetes basics.
Next, we will understand why we need a good Container Orchestration Engine and see why Kubernetes is your go-to option
Then, we will build and administer production grade Kubernetes clusters on-the-go, on-cloud and as well as locally on your laptop
After that, you will get in depth understanding of what are Pods, how do they connect and communicate and finally will show you how to write Pod manifest file and deploy it on Kubernetes
Then, we will go through managing application protection and high-availability using ReplicaSet, ReplicationController, and DaemonSet,
Finally, using nodePort Service, I will show you how to expose applications on to the internet using NodePort service.. 
 "
2275785,Basic Coding in JavaScript [2019],/course/javascript-basics-start-coding-in-5-minutes-2019/,False,Free,False,Have fun while learning how to program a computer,English,Basic Coding in JavaScript [2019],4.4,"Development,Programming Languages,JavaScript","JavaScript
Basic coding/programming
Problem solving skills",,"Basic Coding in JavaScript [2019]. 
 Have fun while learning how to program a computer. 
 Development,Programming Languages,JavaScript. 
 JavaScript
Basic coding/programming
Problem solving skills. 
 "
5363318,ROBLOX Studio 2023: Learn the scripting basics!,/course/roblox-studio-learn-the-scripting-basics/,False,Free,False,Start your journey in Roblox scripting to create anything you imagine!,English,ROBLOX Studio 2023: Learn the scripting basics!,4.6,"Development,Game Development,ROBLOX Game Development","Learn the basics of Roblox Studio!
Learn the basics of the Lua syntax!
Create your first scripts!
Start the process of learning how to create games!",,"ROBLOX Studio 2023: Learn the scripting basics!. 
 Start your journey in Roblox scripting to create anything you imagine!. 
 Development,Game Development,ROBLOX Game Development. 
 Learn the basics of Roblox Studio!
Learn the basics of the Lua syntax!
Create your first scripts!
Start the process of learning how to create games!. 
 "
2023700,Angular for Beginners Course (includes FREE E-Book),/course/angular-for-beginners-course/,False,Free,False,"Updated to Angular 14: A quick introduction to the Angular framework, focusing on its most commonly used parts",English,Angular for Beginners Course (includes FREE E-Book),4.3,"Development,Web Development,Angular","Code in Github repository with downloadable ZIP files per section
Feel comfortable using the most commonly used features of the Angular framework",,"Angular for Beginners Course (includes FREE E-Book). 
 Updated to Angular 14: A quick introduction to the Angular framework, focusing on its most commonly used parts. 
 Development,Web Development,Angular. 
 Code in Github repository with downloadable ZIP files per section
Feel comfortable using the most commonly used features of the Angular framework. 
 "
85450,Oracle SQL - A Complete Introduction,/course/introduction-to-oracle-sql/,False,Free,False,Learn the basics of Oracle SQL with these easy-to-follow Oracle SQL lessons and examples.,English,Oracle SQL - A Complete Introduction,4.6,"Development,Database Design & Development,Oracle SQL","In this course, you will learn how to write basic SQL statements to view data, insert data, update existing data and delete data in a database.",,"Oracle SQL - A Complete Introduction. 
 Learn the basics of Oracle SQL with these easy-to-follow Oracle SQL lessons and examples.. 
 Development,Database Design & Development,Oracle SQL. 
 In this course, you will learn how to write basic SQL statements to view data, insert data, update existing data and delete data in a database.. 
 "
1267966,Learn Jira Complete from Scratch to Expert,/course/learn-jira-complete-from-scratch-to-expert/,False,Free,False,"Jira Training of 6+ hours. Jira course from scratch, you can start using Jira in Project as expertafter this tutorials.",English,Learn Jira Complete from Scratch to Expert,4.5,"IT & Software,Other IT & Software,JIRA","At the end of course you will learn Jira Tool
You will be able to implement Jira in your Project
You will learn how to increase the visibility and chances of interview selection.
Admin section for those who needs to work on Admin part of Jira
Customize the Jira as per your needs and project requirements.",,"Learn Jira Complete from Scratch to Expert. 
 Jira Training of 6+ hours. Jira course from scratch, you can start using Jira in Project as expertafter this tutorials.. 
 IT & Software,Other IT & Software,JIRA. 
 At the end of course you will learn Jira Tool
You will be able to implement Jira in your Project
You will learn how to increase the visibility and chances of interview selection.
Admin section for those who needs to work on Admin part of Jira
Customize the Jira as per your needs and project requirements.. 
 "
9711,Beginner PHP and MySQL Tutorial,/course/php-mysql-tutorial/,False,Free,False,Learn PHP and MySQL and start developing web apps like a pro!,English,Beginner PHP and MySQL Tutorial,4.4,"Development,Programming Languages,MySQL","How to download and install PHP and MySQL tools and frameworks onto a server and home machine.
How to configure relevant setting to match the needs of your project.
How to work between a user interface and a database back-end that stores critical information.
How to plan and apply PHP and MySQL to specific examples and finally your own real world projects.",,"Beginner PHP and MySQL Tutorial. 
 Learn PHP and MySQL and start developing web apps like a pro!. 
 Development,Programming Languages,MySQL. 
 How to download and install PHP and MySQL tools and frameworks onto a server and home machine.
How to configure relevant setting to match the needs of your project.
How to work between a user interface and a database back-end that stores critical information.
How to plan and apply PHP and MySQL to specific examples and finally your own real world projects.. 
 "
976478,SQL Foundations,/course/sql-essentials-for-beginners/,False,Free,False,A beginners guide to SQL commands and Database Design. Learn it through quick and easy steps.,English,SQL Foundations,4.4,"Development,Database Design & Development,SQL","Understand how to the design the database schema.
Learn SQL commands along with key insights about the logic behind the command.
Design queries, apply aggregations and combine information from multiple tables.",,"SQL Foundations. 
 A beginners guide to SQL commands and Database Design. Learn it through quick and easy steps.. 
 Development,Database Design & Development,SQL. 
 Understand how to the design the database schema.
Learn SQL commands along with key insights about the logic behind the command.
Design queries, apply aggregations and combine information from multiple tables.. 
 "
5512884,ChatGPT Beginner guide : Mastering Conversational AI,/course/chatgpt-complete-guide-mastering-conversational-ai/,True,₺299.99,False,In this tutorial you get step-by-step guides on how to write AI prompts to get the best possible results from ChatGPT,English,ChatGPT Beginner guide : Mastering Conversational AI,4.6,"Office Productivity,Other Office Productivity,ChatGPT","ChatGPT Role Prompting
Using ChatGPT to Brainstorm
Using ChatGPT to Write Emails
Using ChatGPT to Find a Title
Using ChatGPT to Summarize
Using ChatGPT to Write a Resume
Using ChatGPT to Write a Cover Letter
Using ChatGPT to Write Twitter Content
Using ChatGPT to Write LinkedIn Content
Using ChatGPT to Write Facebook Content
Using ChatGPT to Write Code
Using ChatGPT to Debug Code
Using ChatGPT to Create a Website","Welcome to the ""ChatGPT Complete Guide: Mastering Conversational AI"" course, your gateway to unlocking the full potential of generative AI with ChatGPT. In this comprehensive program, we will delve deep into the world of ChatGPT, empowering you with the skills and knowledge to leverage this cutting-edge technology in a variety of practical applications.

Course Overview:

Module 1: Introduction to ChatGPT
Dive into the fundamentals of generative AI and ChatGPT.
Explore the history and significance of conversational AI.","ChatGPT Beginner guide : Mastering Conversational AI. 
 In this tutorial you get step-by-step guides on how to write AI prompts to get the best possible results from ChatGPT. 
 Office Productivity,Other Office Productivity,ChatGPT. 
 ChatGPT Role Prompting
Using ChatGPT to Brainstorm
Using ChatGPT to Write Emails
Using ChatGPT to Find a Title
Using ChatGPT to Summarize
Using ChatGPT to Write a Resume
Using ChatGPT to Write a Cover Letter
Using ChatGPT to Write Twitter Content
Using ChatGPT to Write LinkedIn Content
Using ChatGPT to Write Facebook Content
Using ChatGPT to Write Code
Using ChatGPT to Debug Code
Using ChatGPT to Create a Website. 
 Welcome to the ""ChatGPT Complete Guide: Mastering Conversational AI"" course, your gateway to unlocking the full potential of generative AI with ChatGPT. In this comprehensive program, we will delve deep into the world of ChatGPT, empowering you with the skills and knowledge to leverage this cutting-edge technology in a variety of practical applications.

Course Overview:

Module 1: Introduction to ChatGPT
Dive into the fundamentals of generative AI and ChatGPT.
Explore the history and significance of conversational AI."
1036542,Introduction to Game Development with Unity,/course/introduction-to-game-development-with-unity/,False,Free,False,Quick and simple video guide to get you up and running with Unity game development,English,Introduction to Game Development with Unity,4.5,"Development,Game Development,Game Development Fundamentals","Download and install Unity
use the Unity project interface
Open and close Unity projects and scenes
Manipulating the scene
understand Object control panel
Adding 2d and 3d game objects
Using Lightings
working with cameras
object colors and materials
what to do next",,"Introduction to Game Development with Unity. 
 Quick and simple video guide to get you up and running with Unity game development. 
 Development,Game Development,Game Development Fundamentals. 
 Download and install Unity
use the Unity project interface
Open and close Unity projects and scenes
Manipulating the scene
understand Object control panel
Adding 2d and 3d game objects
Using Lightings
working with cameras
object colors and materials
what to do next. 
 "
4213038,Artificial Intelligence for Humans - AI explained easy,/course/ai4humans/,False,Free,False,Learn the core principles of modern Artificial Intelligence and how it's impacting your life. Without coding or math!,English,Artificial Intelligence for Humans - AI explained easy,4.6,"IT & Software,Other IT & Software,Artificial Intelligence","artificial intelligence
machine learning
natural language processing
computer vision
face recognition
data science
recommender systems",,"Artificial Intelligence for Humans - AI explained easy. 
 Learn the core principles of modern Artificial Intelligence and how it's impacting your life. Without coding or math!. 
 IT & Software,Other IT & Software,Artificial Intelligence. 
 artificial intelligence
machine learning
natural language processing
computer vision
face recognition
data science
recommender systems. 
 "
3081938,Introduction To Artificial Intelligence,/course/introduction-to-artificial-intelligence-c/,False,Free,False,Introducing AI concepts in a very simple way and make it easy for you to learn,English,Introduction To Artificial Intelligence,4.4,"Development,Data Science,Artificial Intelligence","Get a sold overview and theory about AI
Understand the concept of machine learning Vs. Rule based programming
Understand how and where we can apply AI
Introducing to know AI methods like Machine Learning and deep learning
Getting to know AI fields
Understand AI development Process
Get some ideas about AI algorithms and machine learning types
Get an overview of Azure ML studio to develop AI model without coding experiance",,"Introduction To Artificial Intelligence. 
 Introducing AI concepts in a very simple way and make it easy for you to learn. 
 Development,Data Science,Artificial Intelligence. 
 Get a sold overview and theory about AI
Understand the concept of machine learning Vs. Rule based programming
Understand how and where we can apply AI
Introducing to know AI methods like Machine Learning and deep learning
Getting to know AI fields
Understand AI development Process
Get some ideas about AI algorithms and machine learning types
Get an overview of Azure ML studio to develop AI model without coding experiance. 
 "
354422,Eclipse IDE for Beginners: Increase Your Java Productivity,/course/luv2code-eclipse-ide-for-beginners/,False,Free,False,This course delivers the step-by-step guidance to help you master the core topics and techniques with Eclipse.,English,Eclipse IDE for Beginners: Increase Your Java Productivity,4.6,"Development,Programming Languages,Eclipse IDE","Install the Eclipse IDE on their own computer
Create a Java application with Eclipse
Customize the Eclipse user interface
Generate Java Source Code using Eclipse Wizards
Refactor and Debug Java Source Code
Run JUnit Tests
Import and Export Projects
Add External JAR files to your Eclipse Project",,"Eclipse IDE for Beginners: Increase Your Java Productivity. 
 This course delivers the step-by-step guidance to help you master the core topics and techniques with Eclipse.. 
 Development,Programming Languages,Eclipse IDE. 
 Install the Eclipse IDE on their own computer
Create a Java application with Eclipse
Customize the Eclipse user interface
Generate Java Source Code using Eclipse Wizards
Refactor and Debug Java Source Code
Run JUnit Tests
Import and Export Projects
Add External JAR files to your Eclipse Project. 
 "
39115,Java Design Patterns and Architecture,/course/java-design-patterns-tutorial/,False,Free,False,Discover how to use design patterns to structure and simplify your Java program on this FREE Java Tutorial for Beginners,English,Java Design Patterns and Architecture,4.5,"Development,Programming Languages,Java","Understand common design patterns in Java
Know when to apply common patterns
Be able to use design patterns to help structure your software",,"Java Design Patterns and Architecture. 
 Discover how to use design patterns to structure and simplify your Java program on this FREE Java Tutorial for Beginners. 
 Development,Programming Languages,Java. 
 Understand common design patterns in Java
Know when to apply common patterns
Be able to use design patterns to help structure your software. 
 "
2239576,FREE Microsoft Dynamics 365& Power Platform Developer Course,/course/free-microsoft-dynamics-365-development-beginner-course/,False,Free,False,"Beginner Course on Dataverse Development (Microsoft Dynamics 365 CRM , PowerApps) from Ex-Microsoft employee.",English,FREE Microsoft Dynamics 365& Power Platform Developer Course,4.9,"IT & Software,Other IT & Software,Microsoft Dynamics 365","Overview of Dynamics 365 Development
Overview of Plugin Development
Building JavaScript Web Resources
Understand Architecture of Dynamics 365
Overview of PowerApps Development
Extending Common Data Service (CDS) or Dataverse",,"FREE Microsoft Dynamics 365& Power Platform Developer Course. 
 Beginner Course on Dataverse Development (Microsoft Dynamics 365 CRM , PowerApps) from Ex-Microsoft employee.. 
 IT & Software,Other IT & Software,Microsoft Dynamics 365. 
 Overview of Dynamics 365 Development
Overview of Plugin Development
Building JavaScript Web Resources
Understand Architecture of Dynamics 365
Overview of PowerApps Development
Extending Common Data Service (CDS) or Dataverse. 
 "
973222,Amazon Web Services - Learning and Implementing AWS Solution,/course/amazon-web-services-aws/,False,Free,False,Become a Master AWS Developer,English,Amazon Web Services - Learning and Implementing AWS Solution,4.3,"IT & Software,Network & Security,Amazon AWS","Learn an how to do an end to end implementation of Amazon Web Services AWS
Get a head start in the complex AWS technologies of modern day IT
Obtain the opportunity to learn more complex things in AWS later (e.g. SSHING)",,"Amazon Web Services - Learning and Implementing AWS Solution. 
 Become a Master AWS Developer. 
 IT & Software,Network & Security,Amazon AWS. 
 Learn an how to do an end to end implementation of Amazon Web Services AWS
Get a head start in the complex AWS technologies of modern day IT
Obtain the opportunity to learn more complex things in AWS later (e.g. SSHING). 
 "
680886,FREE Microsoft Dynamics 365 For Beginners (Updated for 2021),/course/microsoft-dynamics-crm-introduction-course/,False,Free,False,Learn the basics to become an Expert of Microsoft Dynamics 365 (CRM) Enterprise Solution and Boost Your Career Growth.,English,FREE Microsoft Dynamics 365 For Beginners (Updated for 2021),4.4,"Office Productivity,Microsoft,Microsoft Dynamics 365","Sign Up For Microsoft Dynamics 365 Free Trial and Practice.
Get familiar with Microsoft Dynamics 365 For Sales, Customer Service, Project Service Automation, Field Service Important Terms
Become comfortable in navigating through the application.
Learn about Security Model, Adding Users, Customizations, Reporting and lot more.",,"FREE Microsoft Dynamics 365 For Beginners (Updated for 2021). 
 Learn the basics to become an Expert of Microsoft Dynamics 365 (CRM) Enterprise Solution and Boost Your Career Growth.. 
 Office Productivity,Microsoft,Microsoft Dynamics 365. 
 Sign Up For Microsoft Dynamics 365 Free Trial and Practice.
Get familiar with Microsoft Dynamics 365 For Sales, Customer Service, Project Service Automation, Field Service Important Terms
Become comfortable in navigating through the application.
Learn about Security Model, Adding Users, Customizations, Reporting and lot more.. 
 "
830298,Scratch Game Programming,/course/scratch-game-programming/,False,Free,False,A fun guide to programming for parents & teachers who want to help kids learn to code.,English,Scratch Game Programming,4.6,"Development,Game Development,Scratch Programming","Program 6 different video games and interactive art projects.
Figure out how to experiment with Scratch to continue learning.
Share and show off their projects to others in the Scratch community.
Help others discover and learn programming techniques in Scratch.",,"Scratch Game Programming. 
 A fun guide to programming for parents & teachers who want to help kids learn to code.. 
 Development,Game Development,Scratch Programming. 
 Program 6 different video games and interactive art projects.
Figure out how to experiment with Scratch to continue learning.
Share and show off their projects to others in the Scratch community.
Help others discover and learn programming techniques in Scratch.. 
 "
5480980,Introduction to OpenGL - Textures,/course/introduction-to-opengl-textures/,True,₺299.99,False,A Beginner's Guide to OpenGL Textures for Immersive 3D Graphics,English,Introduction to OpenGL - Textures,5.0,"Development,Programming Languages,OpenGL","Learn, implement and use different texture mapping techniques
Become a better programmer by mastering the Fundamentals of Textures
Learn, implement and use different texture algorithms
Get fast and friendly support in the Q&A area","Welcome to Introduction to OpenGL Textures. This comprehensive course is designed to immerse you in the captivating world of textures and their pivotal role in creating lifelike and visually stunning 3D graphics.
Texturing is a fundamental aspect of computer graphics, transforming ordinary 3D models into awe-inspiring virtual worlds. In this course, we embark on a journey through the intricacies of texture mapping, giving you the essential tools to breathe life into your digital creations.
Throughout this course, you will gain a profound understanding of texture coordinates, UV mapping, and the underlying principles that dictate how textures seamlessly adorn the surfaces of your models. Armed with this knowledge, you will effortlessly navigate through the art of texture transformations and blending, unleashing your creativity with unique and captivating visual effects.
Learn to master the techniques of texture animation, imbuing your scenes with movement and dynamic elements that elevate the immersive experience for users and players alike. Delve into the world of procedural textures, understanding how to generate captivating patterns and textures algorithmically, adding depth and complexity to your graphics.","Introduction to OpenGL - Textures. 
 A Beginner's Guide to OpenGL Textures for Immersive 3D Graphics. 
 Development,Programming Languages,OpenGL. 
 Learn, implement and use different texture mapping techniques
Become a better programmer by mastering the Fundamentals of Textures
Learn, implement and use different texture algorithms
Get fast and friendly support in the Q&A area. 
 Welcome to Introduction to OpenGL Textures. This comprehensive course is designed to immerse you in the captivating world of textures and their pivotal role in creating lifelike and visually stunning 3D graphics.
Texturing is a fundamental aspect of computer graphics, transforming ordinary 3D models into awe-inspiring virtual worlds. In this course, we embark on a journey through the intricacies of texture mapping, giving you the essential tools to breathe life into your digital creations.
Throughout this course, you will gain a profound understanding of texture coordinates, UV mapping, and the underlying principles that dictate how textures seamlessly adorn the surfaces of your models. Armed with this knowledge, you will effortlessly navigate through the art of texture transformations and blending, unleashing your creativity with unique and captivating visual effects.
Learn to master the techniques of texture animation, imbuing your scenes with movement and dynamic elements that elevate the immersive experience for users and players alike. Delve into the world of procedural textures, understanding how to generate captivating patterns and textures algorithmically, adding depth and complexity to your graphics."
5377418,Hands On Kubernetes | Weekend Project Series for Kubernetes,/course/kubernetes-on-weekends/,False,Free,False,Kubernetes Hands-on Web Scraping Project,English,Hands On Kubernetes | Weekend Project Series for Kubernetes,4.5,"Development,Software Engineering,Kubernetes","Kubernetes Developers with basic Kubernetes knowledge
Kubernetes Administrators with basic Kubernetes knowledge
Learn Kubernetes with real world scenarios
Complete a hands on project which you can own and mention in your job interviews",,"Hands On Kubernetes | Weekend Project Series for Kubernetes. 
 Kubernetes Hands-on Web Scraping Project. 
 Development,Software Engineering,Kubernetes. 
 Kubernetes Developers with basic Kubernetes knowledge
Kubernetes Administrators with basic Kubernetes knowledge
Learn Kubernetes with real world scenarios
Complete a hands on project which you can own and mention in your job interviews. 
 "
2749676,[NEW] Cyber Security 2020,/course/new-web-security-2020/,False,Free,False,"web security and clever attacks, defenses, and techniques for writing secure code",English,[NEW] Cyber Security 2020,4.6,"IT & Software,Network & Security,Web Security","This course is a comprehensive overview of web security. The goal is to build an understanding of the most common web attacks and their countermeasures. Given the pervasive insecurity of the modern web landscape, there is a pressing need for programmers and system designers improve their understanding of web security issues.
We'll be covering the fundamentals as well as the state-of-the-art in web security. Topics include: Principles of web security, attacks and countermeasures, the browser security model, web app vulnerabilities, injection, denial-of-service, TLS attacks, privacy, fingerprinting, same-origin policy, cross site scripting, authentication, JavaScript security, emerging threats, defense-in-depth, and techniques for writing secure code. Course projects include writing security exploits, defending insecure web apps, and implementing emerging web standards.",,"[NEW] Cyber Security 2020. 
 web security and clever attacks, defenses, and techniques for writing secure code. 
 IT & Software,Network & Security,Web Security. 
 This course is a comprehensive overview of web security. The goal is to build an understanding of the most common web attacks and their countermeasures. Given the pervasive insecurity of the modern web landscape, there is a pressing need for programmers and system designers improve their understanding of web security issues.
We'll be covering the fundamentals as well as the state-of-the-art in web security. Topics include: Principles of web security, attacks and countermeasures, the browser security model, web app vulnerabilities, injection, denial-of-service, TLS attacks, privacy, fingerprinting, same-origin policy, cross site scripting, authentication, JavaScript security, emerging threats, defense-in-depth, and techniques for writing secure code. Course projects include writing security exploits, defending insecure web apps, and implementing emerging web standards.. 
 "
1555134,Introduction to Data Science using Python (Module 1/3),/course/introduction-to-data-science-using-python/,False,Free,False,Learn Data science / Machine Learning using Python (Scikit Learn),English,Introduction to Data Science using Python (Module 1/3),4.4,"Development,Data Science,Data Science","Understand the basics of Data Science and Analytics
Understand how to use Python and Scikit learn
Get a good understanding of all buzz words like ""Data Science"", ""Machine learning"", ""Data Scientist"" etc.",,"Introduction to Data Science using Python (Module 1/3). 
 Learn Data science / Machine Learning using Python (Scikit Learn). 
 Development,Data Science,Data Science. 
 Understand the basics of Data Science and Analytics
Understand how to use Python and Scikit learn
Get a good understanding of all buzz words like ""Data Science"", ""Machine learning"", ""Data Scientist"" etc.. 
 "
5474834,Introduction to OpenGL - Lighting,/course/learn-computer-graphics-from-zero-to-hero/,True,₺299.99,False,The Fundamentals of OpenGL Lighting,English,Introduction to OpenGL - Lighting,4.5,"Development,Programming Languages,OpenGL","Learn, implement and use different lighting techniques
Become a better programmer by mastering the Fundamentals of Lighting
Learn, implement and use different lighting algorithms
Get fast and friendly support in the Q&A area","OpenGL Lighting is a crucial and captivating aspect of computer graphics that brings virtual 3D scenes to life by simulating the interaction of light with objects. It is a fundamental concept for creating realistic and immersive visual experiences in various applications, including video games, simulations, architectural visualization, and more.

The primary objective of OpenGL Lighting is to model the behavior of light sources in a 3D environment and calculate how light interacts with surfaces to determine their appearance. This involves considering factors such as the position, intensity, and color of light sources, as well as the material properties of objects, such as their reflectivity and transparency.","Introduction to OpenGL - Lighting. 
 The Fundamentals of OpenGL Lighting. 
 Development,Programming Languages,OpenGL. 
 Learn, implement and use different lighting techniques
Become a better programmer by mastering the Fundamentals of Lighting
Learn, implement and use different lighting algorithms
Get fast and friendly support in the Q&A area. 
 OpenGL Lighting is a crucial and captivating aspect of computer graphics that brings virtual 3D scenes to life by simulating the interaction of light with objects. It is a fundamental concept for creating realistic and immersive visual experiences in various applications, including video games, simulations, architectural visualization, and more.

The primary objective of OpenGL Lighting is to model the behavior of light sources in a 3D environment and calculate how light interacts with surfaces to determine their appearance. This involves considering factors such as the position, intensity, and color of light sources, as well as the material properties of objects, such as their reflectivity and transparency."
2458766,Learn To Create A Complete Menu System in Unity,/course/unitymenus/,False,Free,False,Game development made easy. Learn Unity's UI and create your very own menu system!,English,Learn To Create A Complete Menu System in Unity,4.8,"Development,Game Development,Unity","Gain an understanding of the game development process.
Develop strong and transferrable problem solving skills.
Understand the capabilities of UI development in Unity.
Understand the Unity's audio system",,"Learn To Create A Complete Menu System in Unity. 
 Game development made easy. Learn Unity's UI and create your very own menu system!. 
 Development,Game Development,Unity. 
 Gain an understanding of the game development process.
Develop strong and transferrable problem solving skills.
Understand the capabilities of UI development in Unity.
Understand the Unity's audio system. 
 "
5009938,HTML CSS Web Development for Complete Beginners,/course/html-css-beginners-tutorial/,False,Free,False,Learn to Create Stunning Websites from Scratch while Learning the Fundamentals of HTML and CSS in this Beginners Course.,English,HTML CSS Web Development for Complete Beginners,4.4,"Development,Web Development,Web Development","Learn to code beautiful websites
Learn HTML & CSS
Learn basic foundation of web development
Understand how websites work",,"HTML CSS Web Development for Complete Beginners. 
 Learn to Create Stunning Websites from Scratch while Learning the Fundamentals of HTML and CSS in this Beginners Course.. 
 Development,Web Development,Web Development. 
 Learn to code beautiful websites
Learn HTML & CSS
Learn basic foundation of web development
Understand how websites work. 
 "
2602800,SAP Overview,/course/sap-overview/,False,Free,False,Introduction to SAP,English,SAP Overview,4.2,"IT & Software,Other IT & Software,SAP","SAP
SAP Overview",,"SAP Overview. 
 Introduction to SAP. 
 IT & Software,Other IT & Software,SAP. 
 SAP
SAP Overview. 
 "
5463738,Code Ninja : 10X Your Game Dev Speed,/course/unity-code-ninja/,False,Free,False,7 ways that will help you make games FASTER in Unity,English,Code Ninja : 10X Your Game Dev Speed,4.9,"Development,Game Development,Unity","Increase your Coding speed
Master Integrated & Custom Snippets
Create your own Utility Classes
Create your Own Component Extension Methods
Learn how you can make a Code Library
Learn the importance of having a Graphics Library
Extend the Unity Editor
And More...",,"Code Ninja : 10X Your Game Dev Speed. 
 7 ways that will help you make games FASTER in Unity. 
 Development,Game Development,Unity. 
 Increase your Coding speed
Master Integrated & Custom Snippets
Create your own Utility Classes
Create your Own Component Extension Methods
Learn how you can make a Code Library
Learn the importance of having a Graphics Library
Extend the Unity Editor
And More.... 
 "
2968644,Logistic Regression Practical Case Study,/course/logistic-regression-cancer-detection-case-study/,False,Free,False,Breast Cancer detection using Logistic Regression,English,Logistic Regression Practical Case Study,4.7,"Development,Data Science,Data Science","How to build a Logistic Regression model for a Real-World Case Study
Work on Google Colab",,"Logistic Regression Practical Case Study. 
 Breast Cancer detection using Logistic Regression. 
 Development,Data Science,Data Science. 
 How to build a Logistic Regression model for a Real-World Case Study
Work on Google Colab. 
 "
65330,Web Development By Doing: HTML / CSS From Scratch,/course/web-development-learn-by-doing-html5-css3-from-scratch-introductory/,False,Free,False,Web Development From Scratch: Learn By Doing For Complete Beginners. HTML And CSS. Code Your First Website In 1 Hour.,English,Web Development By Doing: HTML / CSS From Scratch,4.5,"Development,Web Development,HTML","Create your very first website from scratch
Learn what a website actually is, and what its made of
Learn the basics of HTML / HTML5
Learn the basics of CSS/ CSS3",,"Web Development By Doing: HTML / CSS From Scratch. 
 Web Development From Scratch: Learn By Doing For Complete Beginners. HTML And CSS. Code Your First Website In 1 Hour.. 
 Development,Web Development,HTML. 
 Create your very first website from scratch
Learn what a website actually is, and what its made of
Learn the basics of HTML / HTML5
Learn the basics of CSS/ CSS3. 
 "
503306,Microcontrollers and the C Programming Language (MSP430),/course/mcu_msp430/,False,Free,False,"Create C programs for a microcontroller using inputs/outputs, timers, analog-to-digital converters, comm ports, and LCD.",English,Microcontrollers and the C Programming Language (MSP430),4.5,"IT & Software,Hardware,C (programming language)","Program microcontrollers with the C programming language.
Use timer peripherals
Use communication peripherals
Use analog-to-digital converter peripherals
Use a liquid crystal display (LCD)
Use the MSP430 to develop embedded systems",,"Microcontrollers and the C Programming Language (MSP430). 
 Create C programs for a microcontroller using inputs/outputs, timers, analog-to-digital converters, comm ports, and LCD.. 
 IT & Software,Hardware,C (programming language). 
 Program microcontrollers with the C programming language.
Use timer peripherals
Use communication peripherals
Use analog-to-digital converter peripherals
Use a liquid crystal display (LCD)
Use the MSP430 to develop embedded systems. 
 "
1239512,Learn The Linux Command Line: Basic Commands,/course/command-line/,False,Free,False,Get Started with the Unix Command Line,English,Learn The Linux Command Line: Basic Commands,4.4,"IT & Software,Operating Systems & Servers,Command Line","See the importance of the command line
Learn all of the basic command line commands and syntax you need
Use all basic and common commands in the Linux or Mac command lines
Create your own terminal commands",,"Learn The Linux Command Line: Basic Commands. 
 Get Started with the Unix Command Line. 
 IT & Software,Operating Systems & Servers,Command Line. 
 See the importance of the command line
Learn all of the basic command line commands and syntax you need
Use all basic and common commands in the Linux or Mac command lines
Create your own terminal commands. 
 "
3448732,30 MS Excel Tips to Upgrade your Excel Skill to next Level,/course/excel-tips-to-improve-productivity/,False,Free,False,Learn hidden Excel features to improve your Excel experience and use it like a pro,English,30 MS Excel Tips to Upgrade your Excel Skill to next Level,4.5,"Office Productivity,Microsoft,Excel","Microsoft Excel
Excel Tips
MS Excel
Excel Productivity Tips",,"30 MS Excel Tips to Upgrade your Excel Skill to next Level. 
 Learn hidden Excel features to improve your Excel experience and use it like a pro. 
 Office Productivity,Microsoft,Excel. 
 Microsoft Excel
Excel Tips
MS Excel
Excel Productivity Tips. 
 "
